date_time,users,holiday,workingday,is_weekend,weather_mist,weather_rain,atemp,hum,windspeed,month_sin,month_cos,hour_sin,hour_cos,users_lag_1,users_lag_24,users_lag_168
2011-01-08 00:00:00,25.0,0,0,1,1,0,-1.5721455134957443,-0.5753047275288723,-0.24764628196898772,0.49999999999999994,0.8660254037844387,0.0,1.0,15.0,17.0,16.0
2011-01-08 01:00:00,16.0,0,0,1,1,0,-1.4871187000670156,-0.3738086335768797,-0.846248222538823,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,25.0,7.0,40.0
2011-01-08 02:00:00,16.0,0,0,1,1,0,-1.3165019817298977,-0.3738086335768797,-1.5652124835985715,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,16.0,1.0,32.0
2011-01-08 03:00:00,7.0,0,0,1,0,1,-1.5721455134957443,-0.3738086335768797,-0.24764628196898772,0.49999999999999994,0.8660254037844387,0.7071067811865476,0.7071067811865476,16.0,1.0,13.0
2011-01-08 04:00:00,1.0,0,0,1,0,1,-1.5721455134957443,-0.3738086335768797,-0.24764628196898772,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,7.0,1.0,1.0
2011-01-08 05:00:00,5.0,0,0,1,1,0,-1.7427622318328622,0.5832978126950833,-0.24764628196898772,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,1.0,5.0,1.0
2011-01-08 06:00:00,2.0,0,0,1,1,0,-1.7427622318328622,0.5832978126950833,-0.24764628196898772,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,5.0,34.0,2.0
2011-01-08 07:00:00,9.0,0,0,1,1,0,-1.6577354184041335,0.5832978126950833,-0.7266883175188424,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,2.0,84.0,3.0
2011-01-08 08:00:00,15.0,0,0,1,0,1,-1.6577354184041335,1.5404042589670468,-0.7266883175188424,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,9.0,210.0,8.0
2011-01-08 09:00:00,20.0,0,0,1,0,1,-1.6577354184041335,1.5404042589670468,-0.7266883175188424,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,15.0,134.0,14.0
2011-01-08 10:00:00,61.0,0,0,1,1,0,-1.5721455134957443,0.8855419536230718,-0.24764628196898772,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,20.0,63.0,36.0
2011-01-08 11:00:00,62.0,0,0,1,1,0,-1.6577354184041335,0.33142769525509297,1.5489619552104508,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,61.0,67.0,56.0
2011-01-08 12:00:00,98.0,0,0,1,1,0,-1.6577354184041335,-0.17231253962488777,1.309039729700557,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,62.0,59.0,84.0
